Date time,Minimum Temperature,Maximum Temperature,Temperature,Relative Humidity,Precipitation,Conditions
11/10/2000,43.3,54.9,48.6,74.13,0,Partially cloudy
11/11/2000,39.4,56.1,46.9,75.47,0,Clear
11/12/2000,37.6,57.3,46.7,72.97,0,Clear
11/13/2000,38.2,54.4,46.1,78.35,0.04,"Rain, Partially cloudy"
11/14/2000,39.6,54.2,46.4,78.88,0,Partially cloudy
11/15/2000,42.6,53.8,48.6,80.31,0.07,"Rain, Overcast"
11/16/2000,45,56.2,50.3,68.78,0.23,"Rain, Partially cloudy"
11/17/2000,40.7,58.1,48.7,63.71,0,Clear
11/18/2000,37.2,57.7,48.2,69.64,0,Clear
11/19/2000,42,58.3,49.9,70.55,0,Partially cloudy
11/20/2000,40.3,60.3,49.2,73.46,0,Partially cloudy
11/21/2000,46.2,54.4,50.3,85.76,0.19,"Rain, Overcast"
11/22/2000,47.7,55.2,51,86.07,0.01,"Rain, Partially cloudy"
11/23/2000,47.7,53.8,50.4,87.84,0,Partially cloudy
11/24/2000,47.8,56.9,51.5,86.81,0,Partially cloudy
11/25/2000,46,55.6,49.1,88.73,0,Partially cloudy
11/26/2000,46.7,55.6,50,87.5,0,Partially cloudy
11/27/2000,45.2,56.7,50,89.39,0,Partially cloudy
11/28/2000,46.7,54.6,50,89.75,0,Partially cloudy
11/29/2000,49.2,60.5,54.6,82.98,0.39,"Rain, Partially cloudy"
11/30/2000,45.2,53.9,49.4,89.61,0,Partially cloudy
12/1/2000,43.1,56.9,49.3,85.93,0,Partially cloudy
12/2/2000,42,57,49.5,86.06,0,Clear
12/3/2000,41.9,56,49.5,85.15,0,Partially cloudy
12/4/2000,44,56.3,50.9,83.45,0,Partially cloudy
12/5/2000,46,57.7,51.8,84.45,0,Partially cloudy
12/6/2000,45.9,54.7,50.8,85.61,0,Partially cloudy
12/7/2000,49.4,58,53.7,81.4,0,Overcast
12/8/2000,50.4,62.3,54.7,81.67,0,Partially cloudy
12/9/2000,50.4,55.4,53.5,91.13,0,Overcast
