Date time,Minimum Temperature,Maximum Temperature,Temperature,Relative Humidity,Precipitation,Conditions
11/18/2000,32,45.2,38.1,76.34,0,Partially cloudy
11/19/2000,32.9,46,39.7,83.28,0,Partially cloudy
11/20/2000,39.9,52.3,45.2,68.79,0,Partially cloudy
11/21/2000,36.1,50.3,42.6,81.23,0,Partially cloudy
11/22/2000,33.1,49.3,40.3,79.65,0,Clear
11/23/2000,37.5,48.2,43.2,92.48,0.35,"Rain, Partially cloudy"
11/24/2000,43.7,50.6,47.2,87.62,0.01,"Rain, Partially cloudy"
11/25/2000,41.2,46.7,44.7,91.98,0.18,"Rain, Partially cloudy"
11/26/2000,45.5,49,47.2,90.33,1.18,"Rain, Partially cloudy"
11/27/2000,39.1,48.5,44.1,86.94,0.14,"Rain, Partially cloudy"
11/28/2000,34.3,47.5,41.1,79.19,0,Partially cloudy
11/29/2000,42.9,47.1,45.6,81.14,0.29,"Rain, Overcast"
11/30/2000,44.6,53.3,48.4,78.95,0.07,"Rain, Overcast"
12/1/2000,43.5,53.5,48.1,69.4,0.02,"Rain, Partially cloudy"
12/2/2000,41,51,46.7,89.26,0.23,"Rain, Partially cloudy"
12/3/2000,37.6,46.3,42,88.65,0,Partially cloudy
12/4/2000,42.9,49.2,45,77.31,0,Partially cloudy
12/5/2000,39,48.8,43.4,80.55,0,Clear
12/6/2000,38.1,47.6,43,87.27,0,Partially cloudy
12/7/2000,36.1,41.2,38.8,97.17,0,Partially cloudy
12/8/2000,33.5,42.3,38.4,94.77,0.04,"Rain, Partially cloudy"
12/9/2000,38.1,43.3,40.9,87.9,0.05,"Rain, Partially cloudy"
12/10/2000,33.4,40.1,37.8,81.44,0,Partially cloudy
12/11/2000,29.9,38.5,34.2,63.05,0,Partially cloudy
12/12/2000,30,38.7,34.2,53.42,0,Partially cloudy
12/13/2000,32.2,37.4,34.8,67.71,0,Partially cloudy
12/14/2000,29.9,46.5,37.7,87.1,0.3,"Rain, Partially cloudy"
12/15/2000,36.4,43.4,38.8,64.09,0,Partially cloudy
12/16/2000,35.9,51.7,45,87.16,0.71,"Rain, Partially cloudy"
12/17/2000,39.6,48.1,43.2,80.63,0,Partially cloudy
12/18/2000,36.3,44.3,40.4,84.38,0,Partially cloudy
12/19/2000,33.9,42.4,39.8,89.81,0.02,"Rain, Partially cloudy"
12/20/2000,34.3,43,39,85.85,0.04,"Rain, Partially cloudy"
12/21/2000,42.9,47.4,43.9,71.21,0.11,"Rain, Partially cloudy"
12/22/2000,40.4,46.6,43.8,88.75,0.37,"Rain, Partially cloudy"
12/23/2000,43.1,46.5,44.7,92.19,0.29,"Rain, Partially cloudy"
12/24/2000,43.6,46.5,45,91.66,0,Partially cloudy
12/25/2000,43.5,49,45.4,90.31,0.08,"Rain, Partially cloudy"
12/26/2000,46,50,47.5,89.25,0.08,"Rain, Partially cloudy"
12/27/2000,43.4,48.4,46,92.96,0.01,"Rain, Partially cloudy"
12/28/2000,40.6,45.8,43.4,90.82,0,Partially cloudy
12/29/2000,38.7,46.7,42.8,91.99,0.06,"Rain, Partially cloudy"
12/30/2000,43.2,51,46.6,97.08,0.06,"Rain, Partially cloudy"
12/31/2000,44,49.1,46.1,94.87,0.26,"Rain, Partially cloudy"
1/1/2001,38.5,47.7,43.4,91.17,0.19,"Rain, Partially cloudy"
1/2/2001,41.1,53,47.5,76.17,0,Partially cloudy
1/3/2001,44,50.3,46.4,79.87,0.4,"Rain, Partially cloudy"
1/4/2001,45.4,53.6,49.2,95.91,0.61,"Rain, Partially cloudy"
1/5/2001,43.6,51.8,49.1,86.99,0.16,"Rain, Partially cloudy"
1/6/2001,40.1,45.9,43.1,88.78,0,Partially cloudy
1/7/2001,36.8,54.4,46.3,62.76,0,Partially cloudy
1/8/2001,41.8,51.6,46.7,80.95,0.07,"Rain, Partially cloudy"
1/9/2001,35.1,49.5,42.2,88.2,0.05,"Rain, Partially cloudy"
1/10/2001,42.9,50.1,47,81.83,0.01,"Rain, Partially cloudy"
1/11/2001,44.5,49.8,46.1,82.81,0,Partially cloudy
1/12/2001,42.8,45.5,44.2,90.78,0,Partially cloudy
1/13/2001,39.1,44.2,40.8,91.56,0.06,"Rain, Partially cloudy"
1/14/2001,38.9,42.3,40.5,94.16,0.02,"Rain, Partially cloudy"
1/15/2001,32.9,42.1,38.8,90.62,0,Partially cloudy
1/16/2001,32.4,39.3,34.9,96.14,0,Partially cloudy
1/17/2001,31.9,41.4,36.9,91.85,0.08,"Rain, Partially cloudy"
1/18/2001,40,45.2,42.7,96.54,0.17,"Rain, Partially cloudy"
1/19/2001,40.9,49.3,45.1,89.19,0.05,"Rain, Partially cloudy"
1/20/2001,37.6,47.5,43.4,81,0.02,"Rain, Partially cloudy"
