Date time,Minimum Temperature,Maximum Temperature,Temperature,Relative Humidity,Precipitation,Conditions
1/30/2001,45.4,59.2,52.5,75.92,0,Clear
1/31/2001,44,61.6,52.8,51.36,0,Clear
2/1/2001,42.5,64.4,53.8,50.9,0,Clear
2/2/2001,44.8,66.9,56.8,47.84,0,Clear
2/3/2001,48.6,75.9,61.5,47.13,0,Clear
2/4/2001,53.9,81.3,66.2,52.9,0,Clear
2/5/2001,54.1,72.3,62.7,64.27,0,Partially cloudy
2/6/2001,54,58.9,57.1,86.61,0,Overcast
2/7/2001,43,55.8,51.9,64.24,0.08,"Rain, Overcast"
2/8/2001,41.5,55.8,49.2,75.66,0,Partially cloudy
2/9/2001,44.1,57.1,51.1,70.26,0,Clear
2/10/2001,44.7,55.8,51.3,80.24,0.07,"Rain, Partially cloudy"
2/11/2001,46.8,57.6,52.3,80.1,0.03,"Rain, Partially cloudy"
2/12/2001,50.9,57.7,54.8,74.18,0.05,"Rain, Overcast"
2/13/2001,47.9,57,52.2,77.87,0.52,"Rain, Overcast"
2/14/2001,44.6,55.8,50.2,77.63,0.09,"Rain, Partially cloudy"
2/15/2001,44.7,57.7,51.5,75.67,0,Clear
2/16/2001,44.4,62.8,54.7,64.51,0,Clear
2/17/2001,50,66.7,56.8,66.56,0,Partially cloudy
2/18/2001,49.4,61.7,56,84.33,0,Partially cloudy
2/19/2001,50.8,61,56.2,87.91,0,Overcast
2/20/2001,53.1,61.6,56.9,84.51,0.03,"Rain, Partially cloudy"
2/21/2001,48,62.3,55.8,79.85,0,Partially cloudy
2/22/2001,52.4,58.1,55.6,85.35,0,Overcast
2/23/2001,46.2,53.5,50.9,77.51,0.4,"Rain, Overcast"
2/24/2001,44,55.8,51.2,82.9,0.01,"Rain, Partially cloudy"
2/25/2001,51.4,55.8,52.9,88.2,0.56,"Rain, Overcast"
2/26/2001,50.8,59.1,54.9,87.23,0.37,"Rain, Overcast"
2/27/2001,51.3,57.8,54.5,82.18,0.3,"Rain, Overcast"
2/28/2001,48.1,55.1,52,86.01,0.23,"Rain, Overcast"
